datetime,station_id,utilization,pred_utilization,pred_congestion_prob,dynamic_tariff,tariff_regime,revenue_fixed,revenue_dynamic_adj,adjusted_utilization
2022-06-19 01:00:00,343,0.0714285714285714,0.0668631375079004,0.0019978049726296,10.5,Discount,1.071428571428571,0.8174999999999998,0.07785714285714283
2022-06-19 01:05:00,343,0.0714285714285714,0.0668631375079004,0.0019978049726296,10.5,Discount,1.071428571428571,0.8174999999999998,0.07785714285714283
2022-06-19 01:10:00,343,0.0714285714285714,0.0668631375079004,0.0019978049726296,10.5,Discount,1.071428571428571,0.8174999999999998,0.07785714285714283
2022-06-19 01:15:00,343,0.0714285714285714,0.0668631375079004,0.0019978049726296,10.5,Discount,1.071428571428571,0.8174999999999998,0.07785714285714283
2022-06-19 01:20:00,343,0.0714285714285714,0.0668631375079004,0.0019978049726296,10.5,Discount,1.071428571428571,0.8174999999999998,0.07785714285714283
2022-06-19 01:25:00,343,0.0714285714285714,0.0668631375079004,0.0019978049726296,10.5,Discount,1.071428571428571,0.8174999999999998,0.07785714285714283
2022-06-19 01:30:00,343,0.0714285714285714,0.0668631375079004,0.0019978049726296,10.5,Discount,1.071428571428571,0.8174999999999998,0.07785714285714283
2022-06-19 01:35:00,343,0.0714285714285714,0.0668631375079004,0.0019978049726296,10.5,Discount,1.071428571428571,0.8174999999999998,0.07785714285714283
2022-06-19 01:40:00,343,0.0714285714285714,0.0668631375079004,0.0019978049726296,10.5,Discount,1.071428571428571,0.8174999999999998,0.07785714285714283
2022-06-19 01:45:00,343,0.0714285714285714,0.0668631375079004,0.0019978049726296,10.5,Discount,1.071428571428571,0.8174999999999998,0.07785714285714283
2022-06-19 01:50:00,343,0.0714285714285714,0.0668631375079004,0.0019978049726296,10.5,Discount,1.071428571428571,0.8174999999999998,0.07785714285714283
2022-06-19 01:55:00,343,0.0714285714285714,0.0668631375079004,0.0019978049726296,10.5,Discount,1.071428571428571,0.8174999999999998,0.07785714285714283
2022-06-19 02:00:00,343,0.0714285714285714,0.067610559169577,0.0019978049726296,10.5,Discount,1.071428571428571,0.8174999999999998,0.07785714285714283
2022-06-19 02:05:00,343,0.0714285714285714,0.067610559169577,0.0019978049726296,10.5,Discount,1.071428571428571,0.8174999999999998,0.07785714285714283
2022-06-19 02:10:00,343,0.0714285714285714,0.067610559169577,0.0019978049726296,10.5,Discount,1.071428571428571,0.8174999999999998,0.07785714285714283
2022-06-19 02:15:00,343,0.0714285714285714,0.067610559169577,0.0019978049726296,10.5,Discount,1.071428571428571,0.8174999999999998,0.07785714285714283
2022-06-19 02:20:00,343,0.0714285714285714,0.067610559169577,0.0019978049726296,10.5,Discount,1.071428571428571,0.8174999999999998,0.07785714285714283
2022-06-19 02:25:00,343,0.0714285714285714,0.067610559169577,0.0019978049726296,10.5,Discount,1.071428571428571,0.8174999999999998,0.07785714285714283
2022-06-19 02:30:00,343,0.0714285714285714,0.067610559169577,0.0019978049726296,10.5,Discount,1.071428571428571,0.8174999999999998,0.07785714285714283
2022-06-19 02:35:00,343,0.0714285714285714,0.067610559169577,0.0019978049726296,10.5,Discount,1.071428571428571,0.8174999999999998,0.07785714285714283
2022-06-19 02:40:00,343,0.0714285714285714,0.067610559169577,0.0019978049726296,10.5,Discount,1.071428571428571,0.8174999999999998,0.07785714285714283
2022-06-19 02:45:00,343,0.0714285714285714,0.067610559169577,0.0019978049726296,10.5,Discount,1.071428571428571,0.8174999999999998,0.07785714285714283
2022-06-19 02:50:00,343,0.0714285714285714,0.067610559169577,0.0019978049726296,10.5,Discount,1.071428571428571,0.8174999999999998,0.07785714285714283
2022-06-19 02:55:00,343,0.0714285714285714,0.067610559169577,0.0019978049726296,10.5,Discount,1.071428571428571,0.8174999999999998,0.07785714285714283
2022-06-19 03:00:00,343,0.0714285714285714,0.067610559169577,0.0019978049726296,10.5,Discount,1.071428571428571,0.8174999999999998,0.07785714285714283
2022-06-19 03:05:00,343,0.0714285714285714,0.067610559169577,0.0019978049726296,10.5,Discount,1.071428571428571,0.8174999999999998,0.07785714285714283
2022-06-19 03:10:00,343,0.0714285714285714,0.067610559169577,0.0019978049726296,10.5,Discount,1.071428571428571,0.8174999999999998,0.07785714285714283
2022-06-19 03:15:00,343,0.0714285714285714,0.067610559169577,0.0019978049726296,10.5,Discount,1.071428571428571,0.8174999999999998,0.07785714285714283
